6.760030984878540039e-03,-4.716489091515541077e-02,5.938872694969177246e-02,5.303454399108886719e-02,-7.228324562311172485e-02,6.745502352714538574e-02,-5.841131508350372314e-02,1.287911087274551392e-02,-1.321532577276229858e-02,1.521670073270797729e-02,6.998936831951141357e-02,-2.323956787586212158e-02,4.610840976238250732e-02,8.568175137042999268e-02,6.637129187583923340e-02,-4.357745870947837830e-02,3.224082291126251221e-02,7.379382848739624023e-03,3.335196524858474731e-02,2.136481553316116333e-02
-3.700899332761764526e-02,-2.561291307210922241e-02,5.049873888492584229e-02,5.315099656581878662e-02,-1.162020862102508545e-02,-8.446164429187774658e-03,1.651778817176818848e-03,1.919811218976974487e-02,-7.294465601444244385e-02,4.645434021949768066e-02,1.697689294815063477e-02,7.681371271610260010e-02,7.927231490612030029e-02,-1.140438020229339600e-02,-1.543603837490081787e-03,1.714295893907546997e-02,6.394830346107482910e-02,-2.835191786289215088e-03,-5.485228821635246277e-02,-6.224942207336425781e-02
-5.647055804729461670e-03,7.415933907032012939e-02,4.270336031913757324e-02,-7.209932059049606323e-02,1.002161204814910889e-02,2.433606982231140137e-02,-7.375799864530563354e-02,3.153239190578460693e-02,-7.414825260639190674e-03,5.677118897438049316e-04,-5.253304913640022278e-02,-4.181790351867675781e-02,3.166161477565765381e-02,1.909266412258148193e-02,-6.505456566810607910e-02,-1.921856403350830078e-02,5.444814264774322510e-02,2.518842369318008423e-02,-2.424460276961326599e-02,5.534060299396514893e-02
1.916804164648056030e-02,3.020684421062469482e-02,2.013001590967178345e-02,-5.562938749790191650e-03,-4.464679583907127380e-02,5.118863284587860107e-02,-6.144314259290695190e-02,-1.773133128881454468e-02,7.761120796203613281e-02,2.547226101160049438e-02,7.983951270580291748e-02,5.488236248493194580e-02,6.554193794727325439e-02,-8.088188618421554565e-02,-4.795438423752784729e-02,-3.225221112370491028e-02,-7.479581981897354126e-02,3.393463790416717529e-02,-3.085105121135711670e-02,6.647488474845886230e-02
-8.382476866245269775e-03,5.609472095966339111e-02,4.248410463333129883e-02,6.299594044685363770e-02,4.535950720310211182e-03,8.094266057014465332e-02,2.171583473682403564e-03,8.887626230716705322e-03,4.738242924213409424e-02,-2.797313779592514038e-02,2.039704471826553345e-02,2.543766051530838013e-02,6.981456279754638672e-02,7.891525328159332275e-02,5.293230712413787842e-02,-1.989749819040298462e-02,-7.516560703516006470e-02,7.266299426555633545e-02,-1.823159307241439819e-02,-2.738822624087333679e-02
-6.681923568248748779e-02,1.967003941535949707e-02,-3.964922204613685608e-02,6.886141002178192139e-02,-2.443357557058334351e-02,-7.010801881551742554e-02,6.985828280448913574e-03,-1.647239178419113159e-02,2.932979166507720947e-02,-1.742918789386749268e-02,3.088721632957458496e-02,-7.057073712348937988e-02,-5.230622366070747375e-02,4.828895628452301025e-02,5.807951092720031738e-04,-7.970917969942092896e-02,-2.529536187648773193e-02,6.050609052181243896e-02,6.966456770896911621e-02,8.498623967170715332e-03
-6.709025800228118896e-02,-5.711657553911209106e-02,1.947641372680664062e-02,6.042239069938659668e-02,-8.176583051681518555e-02,-6.673752516508102417e-02,6.806127727031707764e-03,-1.104186475276947021e-02,2.946185320615768433e-02,-6.224478781223297119e-02,-7.815569639205932617e-03,4.981233179569244385e-02,6.589986383914947510e-03,2.191585302352905273e-02,-7.712955772876739502e-02,-7.941285520792007446e-02,5.502139031887054443e-02,4.578685760498046875e-02,6.668509542942047119e-02,5.422684550285339355e-02
-6.626820564270019531e-02,2.546812593936920166e-02,-6.354896724224090576e-02,3.754504024982452393e-03,-8.072288334369659424e-02,-7.179319858551025391e-02,7.797604799270629883e-02,-3.247782215476036072e-02,-4.385388270020484924e-02,-3.116145730018615723e-02,-6.880392879247665405e-02,6.530542671680450439e-02,-3.577340394258499146e-02,6.487759947776794434e-02,6.205654144287109375e-02,-1.012494415044784546e-02,5.717636644840240479e-02,-4.940979555249214172e-02,-6.618663668632507324e-02,6.572574377059936523e-02
4.079872369766235352e-02,4.625499248504638672e-02,-5.436057224869728088e-02,-2.542260661721229553e-02,-4.548430070281028748e-02,-8.611349016427993774e-02,-7.043723016977310181e-02,-7.232569903135299683e-02,3.893789649009704590e-02,-1.847974210977554321e-02,-5.496636033058166504e-03,-2.061425149440765381e-02,-4.580111056566238403e-02,3.386922180652618408e-02,4.545000195503234863e-02,-8.602097630500793457e-02,-1.938401907682418823e-02,3.327557444572448730e-02,-6.728767603635787964e-02,6.983521580696105957e-02
7.721637189388275146e-02,3.826305270195007324e-03,8.743450045585632324e-03,-3.720883652567863464e-02,3.644624352455139160e-02,5.745337903499603271e-02,8.384197950363159180e-02,8.609767258167266846e-02,-3.310862183570861816e-02,7.512703537940979004e-02,1.901472359895706177e-02,2.123345434665679932e-02,-6.888037919998168945e-02,-5.876507610082626343e-02,-7.757511734962463379e-02,-5.910676717758178711e-02,-7.224592566490173340e-02,2.499924600124359131e-02,3.299587965011596680e-02,2.782774716615676880e-02
6.964179873466491699e-02,-3.469951450824737549e-03,-5.998789519071578979e-02,-8.144572377204895020e-03,-5.951990932226181030e-02,1.045464724302291870e-02,-7.893890142440795898e-04,-5.938397347927093506e-02,3.999535739421844482e-02,4.376471042633056641e-04,7.769840955734252930e-02,-6.323695182800292969e-02,7.823683321475982666e-02,-2.430124208331108093e-02,3.987282514572143555e-03,5.550193786621093750e-02,6.371517479419708252e-02,-2.980434894561767578e-02,2.463335543870925903e-02,7.366296648979187012e-02
-6.809364259243011475e-02,2.143305540084838867e-02,2.949283272027969360e-02,9.542725980281829834e-03,-6.953968107700347900e-02,5.861581861972808838e-02,1.138433814048767090e-03,1.989325881004333496e-02,1.739295572042465210e-02,-8.221513777971267700e-02,7.720510661602020264e-02,-7.629282027482986450e-02,6.433533132076263428e-02,-5.727938935160636902e-02,-6.625994294881820679e-02,1.342695206403732300e-02,7.817415893077850342e-02,-2.157530933618545532e-02,-1.760923862457275391e-02,8.597075939178466797e-02
-7.193222641944885254e-02,5.781271308660507202e-02,-4.402603209018707275e-02,-4.563499987125396729e-02,6.609424948692321777e-02,4.199080914258956909e-02,2.716979198157787323e-02,1.091523468494415283e-01,-2.344248257577419281e-02,3.577301651239395142e-02,-8.126870542764663696e-02,-7.539733499288558960e-02,1.677202992141246796e-02,-2.659546211361885071e-02,2.342250011861324310e-02,2.381853573024272919e-02,-4.979407042264938354e-02,1.357211917638778687e-02,2.816860750317573547e-02,3.175637871026992798e-02
-1.103718578815460205e-01,1.369698196649551392e-01,-8.802485466003417969e-02,1.427224427461624146e-01,-4.489720240235328674e-02,9.154089540243148804e-02,7.923003286123275757e-02,6.898507941514253616e-03,2.680137753486633301e-02,-3.671658039093017578e-02,-7.978440076112747192e-02,5.097828805446624756e-02,-9.522426128387451172e-02,9.761399775743484497e-02,4.175079613924026489e-02,3.169811517000198364e-02,5.892024561762809753e-02,7.560760527849197388e-02,-1.214614808559417725e-01,6.252389401197433472e-02
-1.248862128704786301e-02,1.574492268264293671e-02,-2.682953514158725739e-02,1.167883723974227905e-01,-8.071371167898178101e-02,-6.174487248063087463e-02,5.376558378338813782e-02,-6.247997283935546875e-02,4.066320881247520447e-02,8.370615541934967041e-02,2.959933504462242126e-02,3.353822231292724609e-02,9.694891981780529022e-03,7.179609034210443497e-03,-1.258042920380830765e-02,1.154307648539543152e-02,6.457469612360000610e-02,-6.608868390321731567e-02,4.140280652791261673e-03,-1.274171024560928345e-01
-4.476750269532203674e-02,-4.106607288122177124e-02,2.691954374313354492e-02,7.712532579898834229e-02,-4.071659594774246216e-02,9.257369674742221832e-03,-8.349378593266010284e-03,-4.748979955911636353e-02,4.946183040738105774e-02,1.514139492064714432e-02,-7.675599306821823120e-02,1.285394281148910522e-02,-4.364016279578208923e-02,-4.234088212251663208e-02,4.779176041483879089e-02,-5.479945801198482513e-03,2.501620911061763763e-02,-4.218702763319015503e-02,-5.714380741119384766e-02,-3.315260633826255798e-02
-6.881980597972869873e-02,-3.571490943431854248e-02,-3.641751036047935486e-02,-2.135316282510757446e-02,4.969048500061035156e-02,-3.429702669382095337e-02,6.438319385051727295e-02,6.390734016895294189e-02,-6.339107453823089600e-02,-1.494321972131729126e-02,5.496701598167419434e-02,3.431191295385360718e-02,5.705323815345764160e-02,-2.186792343854904175e-02,-7.177758961915969849e-02,6.950303912162780762e-03,-3.511632233858108521e-02,-8.180759847164154053e-03,7.886466383934020996e-02,-7.113847136497497559e-02
3.841167688369750977e-02,2.257649600505828857e-02,-6.074421107769012451e-02,-6.125465035438537598e-03,-6.529565155506134033e-02,-8.147390186786651611e-02,1.233576238155364990e-02,-6.781020015478134155e-02,-6.565554440021514893e-02,2.836287021636962891e-04,-2.236657589673995972e-02,5.628900229930877686e-02,-3.970380499958992004e-02,-6.193341314792633057e-02,-5.610544607043266296e-02,3.414233028888702393e-02,7.892146706581115723e-03,1.992316544055938721e-02,3.547742962837219238e-03,-1.022540777921676636e-02
-7.513217628002166748e-02,2.307652682065963745e-02,-8.319026976823806763e-02,-7.581789046525955200e-02,2.878324687480926514e-02,-1.968570798635482788e-02,3.910604119300842285e-02,6.209589540958404541e-02,3.436338901519775391e-02,-1.413680613040924072e-03,6.982311606407165527e-04,2.122031152248382568e-02,8.633193373680114746e-02,-4.591385275125503540e-02,-8.174210786819458008e-02,-3.963324055075645447e-02,7.507435977458953857e-02,3.653441369533538818e-02,6.244933605194091797e-02,5.587548017501831055e-03
